idx,f1-weight,inference-time-weight,memory-weight,objective-function,number_of_food_sources,number_of_iteration,abc_best_params,abc_best_param_idx,abc_best_fitness,abc_best_f1,abc_best_inference_time,abc_best_memory,abc_iteration_count,opt_params,opt_param_idx,opt_f1,opt_inference_time,opt_memory,f1_diff,f1_diff,memory_diff
45,34,33,33,range-normalized,15,50,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",614,0.7543334318205,0.9598183679,1.188232422,227.5,1035,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.0012287085000000086,0.2277832032,0.5
46,34,33,33,range-normalized,20,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': False}",142,0.7517622688969151,0.9661844779,0.9704589844,227.4,284,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.005137401499999972,0.010009765599999998,0.4000000000000057
47,34,33,33,range-normalized,20,20,"{'hidden_layer_sizes': (50, 100, 100), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",2674,0.7554090767144269,0.9663265674,1.5625,227.7,526,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.005279491000000025,0.6020507812,0.6999999999999886
48,34,33,33,range-normalized,20,30,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.7509420594508356,0.9610470764,0.9604492188,227.0,794,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.0,0.0,0.0
49,34,33,33,range-normalized,20,40,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': True}",297,0.7522569358449573,0.9700018141,1.176269531,227.5,1057,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.008954737699999993,0.21582031219999998,0.5
50,34,33,33,range-normalized,20,50,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': False}",142,0.7517622688969151,0.9661844779,0.9704589844,227.4,1327,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.005137401499999972,0.010009765599999998,0.4000000000000057
51,34,33,33,range-normalized,25,10,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",89,0.7535434494779697,0.9661089513,0.9602050781,227.8,334,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.005061874899999985,0.0002441407000000062,0.8000000000000114
52,34,33,33,range-normalized,25,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': True}",27,0.7528345296759082,0.9547954806,0.8962402344,227.2,634,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.006251595800000009,0.0642089844,0.19999999999998863
53,34,33,33,range-normalized,25,30,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",31,0.7551643951692933,0.9572087618,0.919921875,227.8,948,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.003838314599999948,0.040527343800000004,0.8000000000000114
54,34,33,33,range-normalized,25,40,"{'hidden_layer_sizes': (50, 150), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': False}",890,0.7546084772097943,0.9622414945,1.381835938,227.5,1286,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.0011944180999999832,0.42138671920000004,0.5
55,34,33,33,range-normalized,25,50,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': False}",140,0.7543804296492383,0.9624152939,0.9855957031,227.8,1565,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.0013682175000000463,0.025146484299999994,0.8000000000000114
56,34,33,33,range-normalized,30,10,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",24,0.7539019425303054,0.9609986992,0.9069824219,227.7,398,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,4.837719999994938e-05,0.0534667969,0.6999999999999886
57,34,33,33,range-normalized,30,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",19,0.7533733466233768,0.9635429624,0.9016113281,227.7,743,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.0024958860000000582,0.058837890700000006,0.6999999999999886
58,34,33,33,range-normalized,30,30,"{'hidden_layer_sizes': (50, 150), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",830,0.7538895367585344,0.9562420542,1.124023438,227.3,1097,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.004805022200000009,0.16357421920000004,0.30000000000001137
59,34,33,33,range-normalized,30,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",139,0.751851474653589,0.9636430255,0.9794921875,227.3,1471,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.00259594910000005,0.019042968699999996,0.30000000000001137
60,34,33,33,range-normalized,30,50,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",89,0.7535434494779697,0.9661089513,0.9602050781,227.8,1829,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.005061874899999985,0.0002441407000000062,0.8000000000000114
61,34,33,33,non-normalized,5,10,"{'hidden_layer_sizes': (50, 150, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': True}",2995,1.0574350469932,0.9649469838,1.586669922,227.3,102,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.006145243900000041,0.49829101600000003,0.5
62,34,33,33,non-normalized,5,20,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'adaptive', 'warm_start': True}",129,1.05642411338796,0.961086391,0.9846191406,228.3,183,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.010005836699999993,0.10375976539999998,0.5
63,34,33,33,non-normalized,5,30,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",163,1.06850040161308,0.9250304709,0.9819335938,228.2,295,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.04606175680000002,0.10644531219999998,0.39999999999997726
64,34,33,33,non-normalized,5,40,"{'hidden_layer_sizes': (50, 150), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': True}",941,1.0562770720108001,0.968622927,1.475585938,227.8,381,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0024693007000000655,0.38720703200000006,0.0
65,34,33,33,non-normalized,5,50,"{'hidden_layer_sizes': (100, 50, 100), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",3692,1.0565654500055999,0.9712229986,1.678222656,227.7,488,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.00013077090000002123,0.58984375,0.10000000000002274
66,34,33,33,non-normalized,10,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': False}",142,1.0531123068110402,0.9661844779,0.9704589844,227.4,157,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004907749800000083,0.11791992159999998,0.4000000000000057
67,34,33,33,non-normalized,10,20,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",132,1.0541148114394998,0.9661410647,0.9951171875,227.9,320,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004951162999999981,0.09326171849999998,0.09999999999999432
68,34,33,33,non-normalized,10,30,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",90,1.05290394525996,0.9700142752,0.9611816406,228.1,492,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.001077952499999979,0.12719726539999998,0.29999999999998295
69,34,33,33,non-normalized,10,40,"{'hidden_layer_sizes': (100, 50, 100), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",3691,1.0570904249197999,0.9686846705,1.677001953,227.5,652,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0024075572000000767,0.588623047,0.30000000000001137
70,34,33,33,non-normalized,10,50,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",143,1.05607524190754,0.9624935153,0.9792480469,228.4,788,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.008598712399999986,0.10913085909999998,0.5999999999999943
71,34,33,33,non-normalized,15,10,"{'hidden_layer_sizes': (50, 100, 50), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'adaptive', 'warm_start': False}",2560,1.0582719608234,0.9635536883,1.491699219,227.9,225,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.007538539400000044,0.40332031300000004,0.09999999999999432
72,34,33,33,non-normalized,15,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",33,1.0551661487355801,0.9624934619,0.9165039063,228.1,416,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.008598765800000074,0.17187499969999998,0.29999999999998295
73,34,33,33,non-normalized,15,30,"{'hidden_layer_sizes': (150,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",408,1.0568354766664,0.9673814967,1.271240234,228.7,652,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.003710731000000078,0.182861328,0.8999999999999773
74,34,33,33,non-normalized,15,40,"{'hidden_layer_sizes': (100, 50, 100), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",3692,1.0565654500055999,0.9712229986,1.678222656,227.7,868,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.00013077090000002123,0.58984375,0.10000000000002274
75,34,33,33,non-normalized,15,50,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': False}",134,1.05381929817958,0.9661363128,0.9750976563,227.8,1055,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004955914900000025,0.11328124969999998,0.0
76,34,33,33,non-normalized,20,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",132,1.0541148114394998,0.9661410647,0.9951171875,227.9,265,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004951162999999981,0.09326171849999998,0.09999999999999432
77,34,33,33,non-normalized,20,20,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",144,1.0547775348668,0.9624023561,1.002929688,227.5,547,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.00868987160000001,0.08544921799999994,0.30000000000001137
78,34,33,33,non-normalized,20,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",132,1.0541148114394998,0.9661410647,0.9951171875,227.9,806,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004951162999999981,0.09326171849999998,0.09999999999999432
79,34,33,33,non-normalized,20,40,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",90,1.05290394525996,0.9700142752,0.9611816406,228.1,1054,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.001077952499999979,0.12719726539999998,0.29999999999998295
80,34,33,33,non-normalized,20,50,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",89,1.05373031007346,0.9661089513,0.9602050781,227.8,1316,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0049832764000000696,0.12817382789999998,0.0
81,34,33,33,non-normalized,25,10,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': True}",29,1.05565772477354,0.9610068929,0.8894042969,228.2,337,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.010085334800000068,0.19897460909999998,0.39999999999997726
82,34,33,33,non-normalized,25,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",19,1.05405102754946,0.9635429624,0.9016113281,227.7,638,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0075492652999999965,0.18676757789999998,0.10000000000002274
83,34,33,33,non-normalized,25,30,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",90,1.05290394525996,0.9700142752,0.9611816406,228.1,946,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.001077952499999979,0.12719726539999998,0.29999999999998295
84,34,33,33,non-normalized,25,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",141,1.05384907665446,0.9649027904,0.9660644531,227.6,1299,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.006189437299999989,0.12231445289999998,0.20000000000001705
85,34,33,33,non-normalized,25,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",19,1.05405102754946,0.9635429624,0.9016113281,227.7,1555,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0075492652999999965,0.18676757789999998,0.10000000000002274
86,34,33,33,non-normalized,30,10,"{'hidden_layer_sizes': (50, 50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': False}",2032,1.0564958279198,0.9673653269,1.293945313,228.4,400,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0037269008000000436,0.20556640700000006,0.5999999999999943
87,34,33,33,non-normalized,30,20,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': False}",86,1.05475139721554,0.9622773416,0.9675292969,227.6,743,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.00881488610000003,0.12084960909999998,0.20000000000001705
88,34,33,33,non-normalized,30,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",141,1.05384907665446,0.9649027904,0.9660644531,227.6,1097,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.006189437299999989,0.12231445289999998,0.20000000000001705
89,34,33,33,non-normalized,30,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",139,1.0538710197675,0.9636430255,0.9794921875,227.3,1470,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.007449202200000005,0.10888671849999998,0.5
90,34,33,33,non-normalized,30,50,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",128,1.0551014558115799,0.963639158,0.9907226563,228.0,1843,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.007453069700000037,0.09765624969999998,0.19999999999998863
