idx,f1-weight,inference-time-weight,memory-weight,objective-function,number_of_particle,number_of_iteration,pso_best_params,pso_best_param_idx,pso_best_fitness,pso_best_f1,pso_best_inference_time,pso_best_memory,pso_iteration_count,opt_params,opt_param_idx,opt_f1,opt_inference_time,opt_memory,f1_diff,f1_diff,memory_diff
45,34,33,33,range-normalized,15,50,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",146,0.7817070962543712,0.9598773636,3.295410156,154.5,816,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0012173795000000043,0.257080078,8.099999999999994
46,34,33,33,range-normalized,20,10,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': False}",8,0.771469708701822,0.9022977656,2.663330078,148.1,231,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.056362218500000005,0.375,1.6999999999999886
47,34,33,33,range-normalized,20,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': True}",7,0.7744482547602775,0.9178688819,2.640380859,150.4,441,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.04079110219999993,0.397949219,4.0
48,34,33,33,range-normalized,20,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",146,0.7817070962543712,0.9598773636,3.295410156,154.5,651,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0012173795000000043,0.257080078,8.099999999999994
49,34,33,33,range-normalized,20,40,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': False}",52,0.7782363671556674,0.9610559745,1.959960938,156.7,861,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0023959904000000476,1.07836914,10.299999999999983
50,34,33,33,range-normalized,20,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",13,0.7868837153154096,0.9204450377,2.631591797,155.0,1071,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.038214946400000005,0.406738281,8.599999999999994
51,34,33,33,range-normalized,25,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'sgd', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",121,0.7774776614496752,0.8980721187,3.1171875,148.8,286,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.06058786539999994,0.07885742200000001,2.4000000000000057
52,34,33,33,range-normalized,25,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': True}",47,0.7786262022837536,0.961022983,2.734619141,154.9,546,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.002362998900000024,0.30371093699999996,8.5
53,34,33,33,range-normalized,25,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'sgd', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",121,0.7774776614496752,0.8980721187,3.1171875,148.8,806,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.06058786539999994,0.07885742200000001,2.4000000000000057
54,34,33,33,range-normalized,25,40,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': True}",95,0.7994945718158964,0.9686164827,2.684082031,162.8,1066,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.00995649860000003,0.354248047,16.400000000000006
55,34,33,33,range-normalized,25,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': False}",8,0.771469708701822,0.9022977656,2.663330078,148.1,1326,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.056362218500000005,0.375,1.6999999999999886
56,34,33,33,range-normalized,30,10,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.7754088623458457,0.95739741,2.727539063,153.5,341,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
57,34,33,33,range-normalized,30,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.7754088623458457,0.95739741,2.727539063,153.5,651,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
58,34,33,33,range-normalized,30,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",141,0.7750331685955291,0.9611987904,3.108398438,152.7,961,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0025388063000000294,0.07006836000000005,6.299999999999983
59,34,33,33,range-normalized,30,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",141,0.7750331685955291,0.9611987904,3.108398438,152.7,1271,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0025388063000000294,0.07006836000000005,6.299999999999983
60,34,33,33,range-normalized,30,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': False}",8,0.771469708701822,0.9022977656,2.663330078,148.1,1581,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.056362218500000005,0.375,1.6999999999999886
61,34,33,33,non-normalized,5,10,"{'hidden_layer_sizes': (150, 150, 150), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': False}",6188,0.9706194719093036,0.9438367127,6.060546875,151.9,66,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.014823271399999949,3.022216797,5.5
62,34,33,33,non-normalized,5,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",38,0.9570126389494606,0.9574177908,2.740722656,159.1,126,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0012421932999999719,0.297607422,12.699999999999989
63,34,33,33,non-normalized,5,30,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",53,0.9594063381548844,0.9573962233,2.734619141,160.7,186,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0012637608000000133,0.30371093699999996,14.299999999999983
64,34,33,33,non-normalized,5,40,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': True}",41,0.9642476369233233,0.948645854,2.676757813,162.3,246,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.010014130099999963,0.36157226499999995,15.900000000000006
65,34,33,33,non-normalized,5,50,"{'hidden_layer_sizes': (150, 50, 100), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",5058,0.9651733552819193,0.9520803208,4.629394531,155.8,306,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.006579663299999927,1.591064453,9.400000000000006
66,34,33,33,non-normalized,10,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",146,0.9526680261027287,0.9598773636,3.295410156,154.5,121,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0012173795000000043,0.257080078,8.099999999999994
67,34,33,33,non-normalized,10,20,"{'hidden_layer_sizes': (150, 150, 150), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",6230,0.9717388014648778,0.9662450522,6.594726563,155.1,231,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.007585068100000036,3.556396485,8.699999999999989
68,34,33,33,non-normalized,10,30,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",36,0.96269691941573,0.9572965137,2.644287109,163.2,341,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0013634703999999553,0.394042969,16.799999999999983
69,34,33,33,non-normalized,10,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",138,0.9532425517870874,0.9636638555,3.111328125,156.4,451,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.005003871400000026,0.07299804700000001,10.0
70,34,33,33,non-normalized,10,50,"{'hidden_layer_sizes': (150, 150, 150), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",6158,0.988578849328272,0.9443374448,5.897216797,164.0,561,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.014322539299999937,2.8588867189999996,17.599999999999994
71,34,33,33,non-normalized,15,10,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': False}",32,0.9489555541576423,0.9559350201,2.620117188,153.9,176,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0027249639999999964,0.41821288999999995,7.5
72,34,33,33,non-normalized,15,20,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': True}",77,0.9510771009517602,0.9674444626,2.669189453,157.5,336,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.008784478500000081,0.369140625,11.099999999999994
73,34,33,33,non-normalized,15,30,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",31,0.9595026153156475,0.9585757778,2.636230469,161.4,496,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,8.420629999994489e-05,0.40209960899999997,15.0
74,34,33,33,non-normalized,15,40,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",20,0.9546286140169317,0.9560001852,2.747314453,157.2,656,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.00265979890000001,0.291015625,10.799999999999983
75,34,33,33,non-normalized,15,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': True}",47,0.9495645187965023,0.961022983,2.734619141,154.9,816,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.002362998900000024,0.30371093699999996,8.5
76,34,33,33,non-normalized,20,10,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",87,0.9469735182607282,0.9648371912,2.64453125,154.3,231,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.006177207100000026,0.393798828,7.900000000000006
77,34,33,33,non-normalized,20,20,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'lbfgs', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",161,0.9513330420627951,0.9634144703,3.304443359,154.3,441,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.004754486200000074,0.266113281,7.900000000000006
78,34,33,33,non-normalized,20,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",128,0.9519222813769075,0.9660901905,3.140869141,155.9,651,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.007430206400000028,0.10253906300000004,9.5
79,34,33,33,non-normalized,20,40,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': True}",95,0.9587776771536421,0.9686164827,2.684082031,162.8,861,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.00995649860000003,0.354248047,16.400000000000006
80,34,33,33,non-normalized,20,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.9485520888248684,0.95739741,2.727539063,153.5,1071,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
81,34,33,33,non-normalized,25,10,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.9485520888248684,0.95739741,2.727539063,153.5,286,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
82,34,33,33,non-normalized,25,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.9485520888248684,0.95739741,2.727539063,153.5,546,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
83,34,33,33,non-normalized,25,30,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.9485520888248684,0.95739741,2.727539063,153.5,806,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
84,34,33,33,non-normalized,25,40,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.9485520888248684,0.95739741,2.727539063,153.5,1066,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
85,34,33,33,non-normalized,25,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.9485520888248684,0.95739741,2.727539063,153.5,1326,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
86,34,33,33,non-normalized,30,10,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'lbfgs', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': False}",98,0.9524612046918625,0.9546095358,2.739501953,155.5,341,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.004050448300000009,0.298828125,9.099999999999994
87,34,33,33,non-normalized,30,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': False}",32,0.9489555541576423,0.9559350201,2.620117188,153.9,651,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0027249639999999964,0.41821288999999995,7.5
88,34,33,33,non-normalized,30,30,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",20,0.9546286140169317,0.9560001852,2.747314453,157.2,961,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.00265979890000001,0.291015625,10.799999999999983
89,34,33,33,non-normalized,30,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",150,0.9556400012531481,0.9560825251,3.26953125,155.8,1271,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.0025774589999999487,0.231201172,9.400000000000006
90,34,33,33,non-normalized,30,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",37,0.9485520888248684,0.95739741,2.727539063,153.5,1581,"{'hidden_layer_sizes': (100,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': True}",195,0.9586599841,3.038330078,146.4,0.001262574099999969,0.31079101499999995,7.099999999999994
